instance_id,shares
204,1781.935524279947
205,5903.136382006283
206,4866.884097293371
207,1628.552157825939
208,5859.34402683177
209,5172.627202157178
210,1921.2015281385907
211,7616.578991469643
212,4817.080963149019
213,5607.531836302881
214,6070.71664836945
215,5215.820920380571
216,5964.130094838181
217,5747.705964210691
218,10064.053647303323
219,6072.474207098477
220,6831.1150097696045
221,7120.228232191529
222,5686.356629040205
223,6020.487857737161
224,5660.503843082295
225,6552.423835693178
226,5701.844212138402
227,5880.561260188202
228,5599.226344715972
229,5254.435725340236
230,5583.367707036898
231,6178.828490315131
232,6410.287488758847
233,5820.1259055062765
234,6060.090288744276
235,4918.986039529176
236,5864.424714356145
237,6656.143358098145
238,5613.167935446018
239,5238.574174855274
240,6042.07908582562
241,5969.674007013019
242,5833.277448304354
243,6824.538092630273
244,5481.436452333704
245,7705.648869297438
246,6320.623215362929
247,6011.790298045356
248,5581.390679721971
249,5698.271864822375
250,6050.339789843535
251,5647.102218296638
252,5668.195124418398
253,5930.6731847568535
254,5363.478676045858
255,6457.347838847584
256,4597.867134636009
257,4723.232606584686
258,6180.707741837126
259,5267.153862046758
260,5386.81461762542
261,4354.669140030729
262,2117.324757709088
263,6346.079255790881
264,6134.893219538254
265,5736.3494545294225
266,6383.394130581904
267,5594.897918203384
268,6661.437073697851
269,5533.097500191939
270,5116.197874704559
271,6522.95870859559
272,4841.512446477266
273,7067.4305312278975
274,6021.91088455584
275,9693.089950555745
276,7430.679025105537
277,5927.249332790184
278,2065.940781310996
279,6477.6752148083715
280,7799.532342302359
281,5723.0727970923635
282,6095.285755871619
283,5628.4858564584265
284,5652.609016184067
285,5318.345853672881
286,4913.862879377528
287,4309.907150555496
288,5207.241103329936
289,5409.122621219256
290,5792.521425639654
291,6372.801814776456
292,5929.891949690979
293,5609.453842282635
294,5798.797071904386
295,4635.773125058433
296,5931.547816981769
297,5628.3101125437015
298,5671.605831451423
299,6215.514715032069
300,5301.746193969992
301,5621.981209267903
302,5685.16762426079
303,5709.863208845544
304,4453.722990238926
305,5605.068616142425
306,1932.1489273964262
307,6631.376603165907
308,5998.478546529739
309,5746.554470760358
310,6540.1850696795345
311,5439.090763691373
312,1950.0611292814765
313,5567.658976136777
314,4860.762518829437
315,4756.100404003284
316,6301.389094637394
317,5734.508946303125
318,4751.401310122802
319,6067.496532756996
320,6194.240608104517
321,6612.781859742016
322,5500.913401498994
323,6147.648758212793
324,5491.979131369435
325,6598.9852220325565
326,6184.034886648822
327,5323.065398010776
328,5235.260832937918
329,5899.569040154369
330,4510.7172797149115
331,5545.961079822463
332,6681.267057713219
333,5416.08541239864
334,1839.6631268928231
335,5436.4867959271405
336,1586.3829757274866
337,4226.179053797238
338,5484.631513474318
339,7192.713565925218
340,5657.932155764762
341,4482.971993942761
342,6332.407500964407
343,6385.905602150497
344,4705.601645040101
345,1917.6882402736123
346,6387.613599868385
347,7604.467203266891
348,4396.316573335552
349,5438.019049844848
350,6186.685429289634
351,4808.291651209337
352,6447.471166701015
353,6386.093345542166
354,1945.958723240069
355,4922.123514431198
356,4942.23741748582
357,5693.131519466051
358,7428.517942610335
359,5296.891060853239
360,4436.681237135445
361,6130.532281077199
362,5503.433833591267
363,6024.13290420355
364,6210.819397577632
365,5566.126491959852
366,4533.662440243728
367,5387.193927906966
368,2127.7561855081435
369,5413.610610047846
370,6125.10079997412
371,5829.431096508046
372,5677.399076859339
373,6056.811803636157
374,5493.0527790310625
375,5593.8835163521035
376,5885.0776981217905
377,1683.1429551093233
378,5651.459204425282
379,1763.7256508083
380,5584.845293350064
381,5790.168144632781
382,4734.361972527939
383,5157.420953271986
384,2191.287783451678
385,6045.829988205015
386,6158.654709559395
387,4847.255068846124
388,2059.1819478795824
389,5941.173089015087
390,5917.817580770004
391,5601.963029957472
392,1744.6732476452135
393,5717.798980776363
394,4796.874620508097
395,1821.8775379496124
396,5532.982401314567
397,10128.522286884554
398,4589.317646170322
399,6284.983051984815
400,6755.276544800234
401,6706.784635139312
402,6194.693959847364
403,9961.036847478232
404,4407.203433629003
405,7000.032455713059
406,5909.421164862956
407,5808.0537835862315
408,5595.4098855781
409,7958.967765038937
410,5481.088343530706
411,4760.5350013643165
412,5684.09695160918
413,1909.8415172018972
414,4718.595371382269
415,5467.471478981466
416,5464.038978679679
417,6225.057651393822
418,5471.78049716799
419,5339.156999555562
420,6143.497228989124
421,4833.928334675192
422,4284.225661405727
423,5478.836613783337
424,1849.9840945617607
425,4608.144372580136
426,5938.413593921386
427,6044.1369764733645
428,6508.748920626974
429,5415.549144011172
430,6147.20118515036
431,5372.115327761597
432,5096.271343844701
433,6768.567164163107
434,5495.539721193709
435,5737.782868710447
436,5039.510198342815
437,6792.737175837556
438,2084.4653696309338
439,5674.320555565236
440,5842.026908836412
441,5678.371674290162
442,9438.329761566309
443,6239.078532662288
444,5483.4834335343
445,5218.006961783165
446,5397.047009642296
447,5783.635006467249
448,5642.077890539684
449,5865.804411395789
450,6668.965854131171
451,5915.180066397403
452,5469.274668135676
453,5662.6676412528295
454,5421.225778174016
455,6084.171708920867
456,6109.426684263114
457,5335.667336752557
458,7668.350669050326
459,6156.352218623307
460,4770.60621496982
461,5348.7456194872575
462,5566.197884665671
463,5369.763286569176
464,7495.482514063799
465,6800.123070649138
466,6132.624586503567
467,7196.15932962522
468,6122.7071808518895
469,5959.95682299256
470,5697.403888632762
471,5552.0388802646985
472,5312.761890997363
473,5682.7433258863175
474,6684.720192186183
475,5752.6735332385515
476,6130.7768726013255
477,6752.886141581714
478,5742.578957493676
479,5012.0800927787495
480,4914.870017662695
481,10970.961424801066
482,5829.393864040995
483,6605.029777528709
484,6445.037623311292
485,1724.8973218164292
486,5506.367586118653
487,5544.610220279391
488,1982.1511169581618
489,6526.56211271974
490,5595.408952494039
491,5723.694709581201
492,5354.071351613617
493,4409.2373838407975
494,5524.5250313369215
495,5203.9293698522315
496,5920.003338258309
497,5754.111462642217
498,6341.455421153874
499,5127.205374844296
500,5912.274145960925
501,5355.847896310754
502,7211.256243084632
503,5730.137604364138
504,6060.372866718932
505,1507.474638671612
506,5102.56847265044
507,5277.030434327665
508,5329.140389906544
509,7606.812251811169
510,5118.832231735638
511,6034.63675110411
512,1999.4105398670772
513,5934.904603363189
514,4584.427475268921
515,5084.181089556017
516,5893.068219143298
517,4299.80257588758
518,5744.721138484489
519,6521.2917431526075
520,6113.587016692558
521,4831.240948822826
522,6424.068568330256
523,1908.3643191742462
524,5021.359219846484
525,6179.558956042106
526,4351.068493508759
527,5922.687070927092
528,4804.5655020712775
529,6042.884187710049
530,5631.009964895411
531,4656.279027567823
532,6645.441138548742
533,6378.513787286524
534,6019.034492683658
535,5605.260526179134
536,6233.148096202797
537,5705.086079340627
538,5842.144174466148
539,7569.001150405568
540,5995.244687037914
541,5287.578722682816
542,5756.024334550245
543,6844.761469262659
544,5735.2954437159715
545,5470.480115213855
546,5957.317927819713
547,4325.530867302122
548,6030.416346348184
549,4798.977210452424
550,9257.814848467136
551,7279.343735821418
552,5477.464599466314
553,5680.69887772652
554,6138.516543446254
555,6207.2385919612725
556,5821.143218585489
557,5731.743209040009
558,5701.622377853626
559,5958.2307508571475
560,5908.659565019094
561,4751.923314727818
562,1933.5509616842105
563,7210.6608107762695
564,6310.04709649748
565,6970.840636244342
566,6296.631885499296
567,5515.892779060243
568,6978.439049979351
569,6801.239438214974
570,5643.779935787805
571,5484.906398502737
572,5453.520137718398
573,1960.6102161784265
574,5854.366290138799
575,5355.84999011797
576,5798.815664661909
577,4522.9535525843
578,5432.213130874219
579,4880.089016438715
580,6089.009384836817
581,4877.3348656019425
582,1777.6846059779468
583,6378.3582550825195
584,5389.376268597098
585,5666.598572819343
586,5707.161919523762
587,7353.07929979861
588,1933.8440241520498
589,6088.874894242495
590,4311.001997806153
591,5358.63241193409
592,5921.022561534395
593,6762.147725708443
594,5770.326723094521
595,6805.281347012979
596,8376.981187201709
597,6515.011909883913
598,6489.130247834106
599,5796.296438062902
600,4553.198637928556
601,6134.442839412444
602,5460.08654505648
603,7458.423910292009
604,5687.326268626015
605,4627.7471557924555
606,1931.9977045075561
607,4821.087288117456
608,5988.934161157405
609,5918.736000419787
610,5764.0917956239655
611,6804.845752789603
612,5787.749070983282
613,6904.218108098913
614,5989.297649446824
615,5780.044023206265
616,5733.597552813529
617,5284.108785632599
618,1919.873123775863
619,4937.204423285882
620,5806.794791088029
621,6418.872728290474
622,4667.761492717003
623,6892.737810799503
624,6672.76457628562
625,6988.328234061089
626,5475.954260553726
627,1863.911414028571
628,4516.227937895632
629,6224.664190406991
630,5917.4009249882965
631,5866.807489522173
632,4524.459111293639
633,4676.556079170186
634,1959.3176938840106
635,5775.313689367943
636,5862.569936671803
637,4778.659591708147
638,5580.700308010066
639,6843.514653599084
640,6583.72533916753
641,7488.852498881546
642,5652.408594246001
643,5608.988594457521
644,7528.250777837645
645,5734.924544460226
646,6919.693683833739
647,5104.242199593636
648,6145.357120490455
649,7621.558084184932
650,5457.146130626151
651,5589.610578433701
652,5534.991518945
653,5511.802827101931
654,6626.0450883208705
655,6022.170581794417
656,6112.618656421849
657,6651.867642644669
658,6486.480458112426
659,5839.021532726752
660,4886.042436750672
661,5633.821756896844
662,7378.756614371158
663,5601.527966367881
664,5868.979007811723
665,4525.806810400447
666,5561.6456831383175
667,5674.167420286361
668,4441.259859316775
669,5458.482819284231
670,4851.282469599685
671,6841.698667364287
672,5015.636325276298
673,5662.233787133845
674,5467.11830897633
675,6405.283648418455
676,6598.788768095635
677,6939.1193002456075
678,7279.544798404867
679,1827.723786843947
680,4810.24378504844
681,2019.5005574225688
682,5176.443624232466
683,4827.2873727677215
684,5500.100226783344
685,5707.126179653907
686,6086.637530532682
687,4988.463179599795
688,6304.405848501122
689,5156.838715559939
690,5474.303741998797
691,5423.667030022387
692,1936.7926590363818
693,6627.492878095897
694,5830.796565547736
695,5489.505189961075
696,1969.493682338974
697,5960.1415145980445
698,5885.693623896972
699,5330.56829312521
700,6053.654869590299
701,5911.112640652324
702,6741.021382315087
703,5839.453138619393
704,5784.615705500608
705,6744.851342952146
706,5949.562076323092
707,6212.236792148525
708,1959.01788492994
709,5678.735250905035
710,6877.839837048458
711,5513.077773992439
712,5813.924638932133
713,5808.002945362155
714,6968.36833273943
715,4603.9742600338395
716,4638.962767205583
717,6776.429597769994
718,1896.8302977345593
719,5807.5673205867115
720,4302.1253696354215
721,6939.35916348246
722,4719.542308065894
723,4380.855882890923
724,7492.216704176456
725,5346.654657614801
726,7163.919223891551
727,6007.053165368915
728,5666.794759315312
729,5398.856034931445
730,5533.697842716137
731,5339.475940526603
732,6758.675639827198
733,6010.599496620769
734,7486.471689172345
735,5445.749366453941
736,5649.424127605618
737,6439.058522967394
738,6138.670337983896
739,5360.974383433007
740,5355.32859702947
741,5732.27496151933
742,5631.805738369876
743,5022.566639595174
744,6456.6515026158995
745,6201.2155519925
746,6829.651584573419
747,4247.895500044045
748,5848.713920061519
749,5891.698323387255
750,4669.2993903059605
751,5415.849299056299
752,6401.534181103235
753,6474.284748764439
754,4356.12168836321
755,6738.18673539326
756,5790.174349710579
757,5583.40977338998
758,5822.812166858179
759,6625.548285087
760,5893.998003142743
761,5904.4076876676545
762,6230.949562519948
763,5475.936274474393
764,5449.499450877429
765,1717.294143848797
766,6546.39496363249
767,5681.960845317518
768,6165.162330232644
769,6220.419461560688
770,5576.09059074912
771,5838.517455430364
772,2079.5489125264758
773,8210.385782737514
774,5996.131272773997
775,6283.43223115963
776,6252.509125915949
777,5975.362675051586
778,5385.298074460752
779,4447.618860299851
780,4481.029264720453
781,6038.732891378478
782,6307.473673666066
783,4276.2388647988155
784,4376.948982708614
785,8451.847648646497
786,5512.232107708831
787,6827.215645098862
788,7242.380598713162
789,6678.263403193976
790,5667.4018011472735
791,5842.151882733415
792,5911.561421226877
793,5835.713554537317
794,5920.377412697826
795,5914.037920182476
796,5701.665570002913
797,5814.513321809094
798,5303.7540179072275
799,6534.263671773183
800,6130.890949311404
801,6559.8350676918435
802,5915.124279372835
803,5427.654941496319
804,5180.775711882773
805,5591.707250742127
806,5282.203232371516
807,6585.573290255841
808,5588.965408386354
809,5339.683589183509
810,6585.1880817067695
811,4620.31065575052
812,1990.9651532951052
813,5852.638924044722
814,7560.953818930177
815,5691.356569388546
816,5579.1848439605355
817,4881.751616994659
818,5715.777351462994
819,7587.736038662595
820,5757.615152246144
821,4230.494409566222
822,6054.65438554641
823,7057.899728682145
824,5219.758964448807
825,5613.824672716223
826,5989.939425301919
827,7019.869378302351
828,5550.480073676585
829,5727.300826510715
830,4754.010271972366
831,4617.807588013046
832,5663.174879231409
833,5616.3363460708815
834,6115.282652901963
835,7257.740129555776
836,5597.332889112017
837,4760.778240502998
838,7140.633452707964
839,6220.823604426129
840,6493.297568844648
841,5573.530268758523
842,6142.737182095154
843,6137.1595231664605
844,6448.460222026709
845,5632.4204376198995
846,6711.328271363231
847,4677.123236480761
848,4825.739817722253
849,6351.140242488295
850,5920.409114365441
851,5591.841944445333
852,1727.3396941100273
853,6714.653550106033
854,4398.28450443603
855,5454.131479619994
856,5943.450374822823
857,5272.544990443699
858,6036.994365042668
859,2116.3701641762036
860,5393.777262844203
861,6026.680710879423
862,7422.697043857614
863,4525.756652502953
864,1724.026975380602
865,6026.490506129522
866,5694.83344461973
867,6260.335526117303
868,5609.016019616945
869,5495.743403187825
870,6547.079668619414
871,4252.260404935447
872,5768.099089209104
873,5604.208438468223
874,6983.012144905977
875,5453.733418372163
876,5641.954953241248
877,1716.6438824423653
878,5574.790788878119
879,5681.183988707787
880,6470.371376443338
881,5982.2516837065505
882,5723.6714161758755
883,5514.258270921383
884,1875.3809083475412
885,6981.500142853441
886,5800.679127413193
887,6068.091551690579
888,7014.0122827026835
889,5047.817195160828
890,6136.064817778973
891,6131.349471575836
892,5881.8950200458585
893,5386.4924751452645
894,1556.7576526818643
895,4578.374040941517
896,5734.617166701222
897,6618.487113277015
898,5401.005820890435
899,5349.594674237457
900,5452.977920329258
901,4933.977053816978
902,5980.017983943658
903,5529.1441686291255
904,6284.9499312500675
905,7104.022333705747
906,5902.184183044884
907,5369.835998225631
908,8003.872345263534
909,5792.496400393277
910,5164.288885739297
911,6934.540457894526
912,6223.9980745078665
913,6166.420346312663
914,5808.218953484208
915,5462.477737780635
916,6636.872449474345
917,5429.235665273906
918,6200.5969596983
919,4661.110364450261
920,5907.661534527308
921,5417.456472120099
922,2022.0590264748748
923,4946.558697325464
924,5400.0535367090415
925,6621.756022768173
926,5972.34533246219
927,6198.265333587422
928,5040.7142945547885
929,5944.649627783761
930,6084.441721148186
931,1819.5871713634383
932,6247.592248372224
933,5657.936067903685
934,6418.344612139896
935,5932.7975969234685
936,6900.279120548156
937,6006.967605520885
938,5959.409425585704
939,6386.908270297008
940,6201.580701810352
941,5976.317845174995
942,5707.8227009562825
943,7041.823807525479
944,5717.421234135996
945,1693.21531141793
946,6599.408093163483
947,7304.514989634938
948,6349.529083046345
949,5635.823895086435
950,1789.6419305997688
951,6522.645519875142
952,6231.033195920739
953,6418.390075481445
954,7613.820522451939
955,5311.185406783506
956,6121.776868123201
957,5444.658476878321
958,5906.459298595648
959,5835.346118992406
960,5991.47714242341
961,5445.541442299795
962,6103.964076681747
963,5707.51079241727
964,5356.086355866578
965,1785.7654169140183
966,5362.878569217063
967,5923.754575058739
968,6199.077263202514
969,6069.972226679744
970,4922.435826836762
971,7047.732008006675
972,1993.4521863459113
973,1901.7809403428787
974,6550.076602569796
975,5305.97465750072
976,1999.1004895426881
977,4633.061155769452
978,6842.890744093611
979,1949.7599705527864
980,5760.980411045475
981,6135.192024874382
982,1969.0801840250274
983,6550.487484504906
984,5503.054942210943
985,6115.896065086006
986,5544.466696648483
987,5356.940443209434
988,2133.7622373039203
989,5841.4373389389975
990,5625.980477174129
991,6325.095703327123
992,7187.225007767533
993,6119.38950599063
994,5694.206016442427
995,7426.090562497536
996,5384.622834870668
997,6755.325347097439
998,5885.908289709167
999,6579.529278954469
1000,5803.764838554847
1001,5907.166252287218
1002,5356.06318374637
1003,6164.278267461084
1004,6144.526799165973
1005,7380.241070472603
1006,6804.426868305493
1007,6003.241077615051
1008,6162.051082630793
1009,6561.498890432429
1010,4631.836143633434
1011,7414.396874574301
1012,5262.20103620902
1013,5054.711022111471
1014,6139.736231915573
1015,5793.864749569748
1016,5690.205683995946
1017,5297.449125131989
1018,6460.484057566007
1019,6854.631054170146
1020,5611.083218140344
1021,5394.841951857548
1022,4526.460533876792
1023,5446.835442622483
1024,4600.828784538483
1025,5441.144313494991
1026,5440.150429868992
1027,5695.0243677690305
1028,5637.812902251837
1029,5654.891872481584
1030,5849.7173180118225
1031,5684.203190672233
1032,5763.313517914975
1033,5440.5965419347285
1034,5487.888529823135
1035,5661.656919823216
1036,5575.590344740779
1037,6580.600072064666
1038,5451.0955861829425
1039,6233.991639975573
1040,5725.042302561533
1041,6270.2577724090615
1042,5128.5515475937445
1043,6093.744305451169
1044,5907.004433973364
1045,6808.139315508861
1046,6774.838893072072
1047,6070.63995476526
1048,6131.895457496333
1049,4215.100231785511
1050,2152.2593885640263
1051,4774.272586876841
1052,5308.1355169297685
1053,4847.9372927690865
1054,6636.0014247743675
1055,5490.795029676511
1056,6104.449840861483
1057,6237.497272498954
1058,5956.928391597673
1059,5860.877487159093
1060,6899.664720411004
1061,6224.165904722352
1062,6368.2603568209315
1063,6153.345805590291
1064,6493.644787739207
1065,5679.932199209343
1066,5658.545556268111
1067,5629.871978477431
1068,4603.140315016366
1069,4237.687427042876
1070,5572.001639300503
1071,5621.173474556968
1072,7067.736253442997
1073,6245.156340522207
1074,6076.027225758368
1075,4689.875479311162
1076,1753.1186206479247
1077,5927.990727173559
1078,5899.253036479557
1079,5585.443321793807
1080,6448.163685389311
1081,4826.662630319834
1082,5440.3251893262095
1083,6081.738358341894
1084,5752.01599561253
1085,5429.707643162923
1086,7278.47773661056
1087,5325.9425769681475
1088,5678.109601743718
1089,1942.102946334077
1090,6007.675502961076
1091,5545.316784354778
1092,8386.70800265382
1093,5637.053304954832
1094,5776.869001166508
1095,4308.458610631491
1096,5137.519424678351
1097,6551.877304970883
1098,4696.089030110249
1099,5616.619838147258
1100,5545.93188263208
1101,5425.668775353006
1102,6122.975753395203
1103,6009.918292836867
1104,5849.799357313497
1105,5754.700586987144
1106,5963.623992185907
1107,6092.100886104269
1108,4680.815015295822
1109,5971.889095026401
1110,5322.240242381268
1111,5550.507274601673
1112,5940.150979970303
1113,5641.952202370799
1114,6667.859352855792
1115,5948.635179489064
1116,6244.785210723227
1117,5538.854583070174
1118,6380.104611589359
1119,5857.484391231563
1120,7015.635116963353
1121,4640.5974125264665
1122,5725.110956596628
1123,5674.231891295031
1124,1964.2959638228604
1125,5791.489497737005
1126,5619.2841026847545
1127,4535.134390712578
1128,7067.318304644268
1129,5650.864089671303
1130,5386.806183376514
1131,4818.735103151221
1132,2029.2404191790984
1133,7146.541729206514
1134,5657.653726005339
1135,5039.1935326193
1136,5931.126756916502
1137,5420.767281425082
1138,5318.0061955853935
1139,4944.80977613294
1140,5670.973420684873
1141,2066.8308470450365
1142,5686.89476869829
1143,6776.88718969327
1144,5943.636244913324
1145,4362.584001184252
1146,7104.499713528889
1147,6049.336800186385
1148,6063.060828183894
1149,5374.080740058482
1150,5583.756063409007
1151,5740.269942005387
1152,4200.5829140790165
1153,5015.73531037617
1154,6443.407126952026
1155,5858.804649419229
1156,7688.473155542916
1157,4469.896613306643
1158,4563.5186964268205
1159,1863.8837020386263
1160,4873.203012555345
1161,1934.3539506213306
1162,6051.791515729884
1163,6156.789062794301
1164,4662.9218344518995
1165,5614.066376991788
1166,4693.477614915703
1167,5928.885729934579
1168,5691.303386530151
1169,5975.799798524398
1170,5797.74676046101
1171,5735.742755250626
1172,5612.27807513727
1173,6383.589259068019
1174,5245.300171968587
1175,6259.625215368314
1176,8739.253450633523
1177,6290.238310148013
1178,7006.195469135607
1179,5479.404373195533
1180,6069.563654895977
1181,7055.42970854349
1182,5532.198537313701
1183,1939.1505498758984
1184,6074.243594209114
1185,5491.604620228028
1186,1519.3460106044158
1187,5747.687314470642
1188,5891.132940750871
1189,5807.6574113763945
1190,5800.691099817854
1191,5338.339603017328
1192,5805.545542245522
1193,6635.889289534452
1194,4653.792055549639
1195,7491.81043035065
1196,1833.0543676314196
1197,6028.849399623599
1198,6133.599353232194
1199,6167.3594865462765
1200,5919.651105493779
1201,6046.246560809441
1202,4628.566341183099
1203,5580.843596538009
1204,4884.851585284421
1205,5947.371877226437
1206,5705.95845207807
1207,1899.305830010791
1208,5318.089546564188
1209,6243.034233404505
1210,6196.261265936473
1211,6791.775578852601
1212,5705.336349075844
1213,1618.5184653040442
1214,4678.909630389827
1215,5537.411269919825
1216,5235.926578848839
1217,5819.431952385799
1218,5921.724166417186
1219,4528.005872554619
1220,5634.322886521746
1221,5050.404092979865
1222,6207.99248790606
1223,6075.086791900676
1224,4666.470629906209
1225,5621.648103686929
1226,6714.9468683736
1227,6167.058229841914
1228,5795.961769223749
1229,6446.665953494045
1230,7379.659073568194
1231,6324.853376898313
1232,7309.825282853792
1233,1894.4175659146404
1234,7054.72014762598
1235,6779.092949115495
1236,6267.528213006747
1237,5755.377238510072
1238,5708.949934769826
1239,5551.7506285376985
1240,7072.07677842446
1241,5801.750999673197
1242,1875.8088680439364
1243,5384.242163278188
1244,7156.023983963542
1245,6037.541610949774
1246,5331.612170756702
1247,5511.236382313365
1248,6096.463524188384
1249,6966.691241758312
1250,6290.076719454793
1251,2068.744356255789
1252,7473.548562314917
1253,5188.141826547445
1254,4217.14200345028
1255,5715.301100866028
1256,5454.764206163558
1257,6316.594334482429
1258,5738.884789237482
1259,7220.263299475002
1260,5486.7581051013185
1261,5908.085181173678
1262,6182.6782709244935
1263,6820.961220504462
1264,5856.64793232872
1265,2637.2066904287562
1266,5501.771953871742
1267,5562.328128844001
1268,4893.803149449956
1269,5691.537345314436
1270,5905.494284983094
1271,6827.788521697386
1272,5462.694210230054
1273,1862.1123305238052
1274,5419.097225982414
1275,5881.433539613239
1276,6485.79664568873
1277,5703.761828642821
1278,6116.279420979313
1279,5806.325309677559
1280,1996.8981075505585
1281,4484.14335693446
1282,4454.679661155123
1283,1725.9731055395346
1284,5595.888645180234
1285,6706.299680310749
1286,5210.9826571769445
1287,5490.9097421951565
1288,4759.793349349032
1289,5572.528238768264
1290,5561.129039689663
1291,7561.839398989207
1292,6241.031512220773
1293,5764.292890633458
1294,5976.427485522475
1295,10167.681803291514
1296,5246.029617295732
1297,5416.282985385418
1298,6423.111776538643
1299,6690.103315291057
1300,7993.0033356439635
1301,7488.74425065791
1302,8499.551646621465
1303,5713.563090302849
1304,4720.147933434169
1305,5652.924916843447
1306,5473.910289481308
1307,5079.9979034892585
1308,6551.453691957579
1309,6093.285159155744
1310,5662.806892390719
1311,4369.822758873456
1312,1788.6951620159048
1313,4994.012842394146
1314,5420.868692055473
1315,5888.873838416383
1316,5719.044719530188
1317,5885.205660801573
1318,5604.406295844279
1319,5640.587451516757
1320,5467.915135458842
1321,6585.216579457844
1322,5989.9632456044765
1323,6100.411769886015
1324,2622.0822308689894
1325,4816.896777996102
1326,5295.877937040696
1327,5295.319677056272
1328,4269.298376988099
1329,2077.476676048755
1330,5242.193102468904
1331,6388.942389723425
1332,5734.273507648636
1333,6039.92160505411
1334,5630.188222086366
1335,4719.9570234534185
1336,5866.575656556981
1337,5636.543625039129
1338,5560.650854457671
1339,4627.43740069801
1340,6281.814965153036
1341,5826.722726185571
1342,6207.036164521812
1343,7688.3725757342045
